a	/ə/
acquired	/əˈkwaɪɚd/
acquirer	/əˈkwaɪɚɚ/
acquirer's	/əˈkwaɪɚɚz/
acquirers	/əˈkwaɪɚɚz/
acquires	/əˈkwaɪɚz/
acquiring	/əˈkwaɪɹɪŋ/
acquisition	/ˌækwəˈzɪʃən/
acquisition's	/ˌækwəˈzɪʃənz/
acquisitions	/ˌækwəˈzɪʃənz/
acquisitive	/əˈkwɪzətɪv/
acquit	/əˈkwɪt/
acquitaine	/ˈækwɪˌteɪn/
acquits	/əˈkwɪts/
acquittal	/əˈkwɪtəl/
acquittals	/əˈkwɪtəlz/
acquitted	/əˈkwɪtɪd/
acquitting	/əˈkwɪtɪŋ/
acre	/ˈeɪkɚ/
acreage	/ˈeɪkɚɪdʒ/
acree	/əˈkɹi/
acres	/ˈeɪkɚz/
acrey	/ˈækɹi/
acri	/ˈɑkɹi/
acrid	/ˈækɹɪd/
acrimonious	/ˌækɹəˈmoʊniəs/
acrimony	/ˈækɹɪˌmoʊni/
acro	/ˈækɹoʊ/
acrobat	/ˈækɹəˌbæt/
acrobatic	/ˌækɹəˈbætɪk/
acrobatics	/ˌækɹəˈbætɪks/
acrobats	/ˈækɹəˌbæts/
acrolein	/ˈækɹoʊˌlin/
acronym	/ˈækɹənɪm/
acronyms	/ˈækɹənɪmz/
acropolis	/əˈkɹɑpələs/
across	/əˈkɹɔs/
acrylic	/əˈkɹɪlɪk/
acrylics	/əˈkɹɪlɪks/
act	/ˈækt/
act's	/ˈækts/
acta	/ˈæktɑ/
actava	/ˌækˈtɑvə/
actava's	/ˌækˈtɑvəz/
actavas	/ˌækˈtɑvəz/
acted	/ˈæktɪd/
actel	/ˈæktɛl/
actigall	/ˈæktɪɡɔl/
actin	/ˈæktən/
acting	/ˈæktɪŋ/
actinide	/ˈæktɪˌnaɪd/
actinidia	/ˌæktɪˈnɪdiə/
actinomycosis	/ˌækˌtɪnoʊˌmaɪˈkoʊsɪs/
action	/ˈækʃən/
action's	/ˈækʃənz/
actionable	/ˈækʃənəbəl/
actions	/ˈækʃənz/
activase	/ˈæktɪˌveɪz/
activate	/ˈæktəˌveɪt/
activated	/ˈæktəˌveɪtɪd/
activates	/ˈæktəˌveɪts/
activating	/ˈæktəˌveɪtɪŋ/
activation	/ˌæktəˈveɪʃən/
activator	/ˈæktəˌveɪtɚ/
active	/ˈæktɪv/
active's	/ˈæktɪvz/
actively	/ˈæktɪvli/
actives	/ˈæktɪvz/
activision	/ˈæktɪˌvɪʒən/
activism	/ˈæktɪˌvɪzəm/
activist	/ˈæktəvəst/
activists	/ˈæktəvəsts/
activists'	/ˈæktɪvɪsts/
activities	/ækˈtɪvətiz/
activity	/ækˈtɪvəti/
actmedia	/æktˈmidiə/
actodine	/ˈæktoʊˌdaɪn/
acton	/ˈæktən/
actor	/ˈæktɚ/
actor's	/ˈæktɚz/
actors	/ˈæktɚz/
actors'	/ˈæktɚz/
actress	/ˈæktɹəs/
actress's	/ˈæktɹəsɪz/
actresses	/ˈæktɹəsɪz/
acts	/ˈækts/
actual	/ˈæktʃəwəl/
actuality	/ˌæktʃuˈæləˌti/
actualize	/ˈækˌtʃuəˌlaɪz/
actually	/ˈækˌtʃuəli/
actuarial	/ˌækˌtʃuˈɛɹiəl/
actuaries	/ˈækˌtʃuˈɛˌɹiz/
actuary	/ˈæktʃuˈɛˌɹi/
actuate	/ˈækˌtʃuˈeɪt/
actuator	/ˈæktjuˌeɪtɚ/
actuators	/ˈæktjuˌeɪtɚz/
actus	/ˈæktəs/
acuff	/əˈkʌf/
acuity	/əkˈjuəti/
acumen	/əkˈjumən/
acuna	/ɑˈkunə/
acupuncture	/ˈækjuˌpʌŋktʃɚ/
acura	/ˈækjɚə/
acura's	/ˈækjɚəz/
acuras	/ˈækjɚəz/
acuson	/ˌækˈjusən/
acustar	/ˈækjuˌstɑɹ/
acusyst	/ˈækjusɪst/
acute	/əkˈjut/
acutely	/əkˈjutli/
acuteness	/əkˈjutnəs/
acyclovir	/əˈsɪkloʊˌvɪɹ/
ad	/ˈæd/
ad-hoc	/ˈædˈhɑk/
ad-lib	/ˈædˈlɪb/
ad-nauseam	/ˈædˈnɔziɑm/
ad-nauseum	/ˈædˈnɔziəm/
ad's	/ˈædz/
ada	/ˈeɪdə/
ada's	/ˈeɪdəz/
adabel	/ˈædəbɛl/
adabelle	/ˈædəbəl/
adachi	/ɑˈdɑki/
adage	/ˈædədʒ/
adagio	/əˈdɑʒiˌoʊ/
adah	/ˈædɑ/
adair	/əˈdɛɹ/
adaire	/ɑˈdɛɹ/
adak	/əˈdæk/
adalah	/ɑˈdɑlə/
adalia	/ɑˈdɑliə/
adam	/ˈædəm/
adam's	/ˈædəmz/
adamant	/ˈædəmənt/
adamantly	/ˈædəməntli/
adamcik	/ˈɑdəmtʃɪk/
adamczak	/ˈɑdəmtʃæk/
adamczyk	/ˈɑdəmtʃɪk/
adame	/ɑˈdɑmi/
adamec	/əˈdɑmɪk/
adamek	/əˈdɑmɛk/
adames	/əˈdeɪmz/
adami	/ɑˈdɑmi/
adamik	/əˈdɑmɪk/
adamina	/ɑdɑˈminə/
adamkus	/ˈædəmkəs/
adamo	/ɑˈdɑmoʊ/
adamowicz	/əˈdɑməvɪtʃ/
adams	/ˈædəmz/
adams'	/ˈædəmz/
adams's	/ˈædəmzɪz/
adamski	/əˈdæmˌski/
adamson	/ˈædəmsən/
adamstown	/ˈædəmˌstaʊn/
adan	/ˈeɪdən/
adapso	/əˈdæpsoʊ/
adapt	/əˈdæpt/
adaptability	/əˌdæptəˈbɪləti/
adaptable	/əˈdæptəbəl/
adaptaplex	/əˈdæptəˌplɛks/
adaptation	/ˌædəpˈteɪʃən/
adaptations	/ˌædæpˈteɪʃənz/
adaptec	/əˈdæpˌtɛk/
adaptec's	/əˈdæpˌtɛks/
adapted	/əˈdæptɪd/
adapter	/əˈdæptɚ/
adapters	/əˈdæptɚz/
adapting	/əˈdæptɪŋ/
adaptive	/əˈdæptɪv/
adaptor	/əˈdæptɚ/
adaptors	/əˈdæptɚz/
adapts	/əˈdæpts/
adar	/əˈdɑɹ/
adarand	/ˈædəˌɹænd/
adare	/əˈdɛɹ/
adas	/ˈeɪdəz/
aday	/əˈdeɪ/
adaza	/əˈdɑzə/
adblock	/ˈædˌblɑk/
adcock	/ədˈkɑk/
adcox	/ədˈkɑks/
add	/ˈæd/
addair	/əˈdɛɹ/
addams	/ˈædəmz/
added	/ˈædəd/
addendum	/əˈdɛndəm/
addendums	/əˈdɛndəmz/
addeo	/ˈɑdioʊ/
adder	/ˈædɚ/
adderley	/əˈdɝli/
addicks	/ˈædɪks/
addict	/əˈdɪkt/
addicted	/əˈdɪktɪd/
addicting	/əˈdɪktɪŋ/
addiction	/əˈdɪkʃən/
addictions	/əˈdɪkʃənz/
addictive	/əˈdɪktɪv/
addicts	/əˈdɪkts/
addidas	/əˈdidəs/
addidas'	/əˈdidəs/
addidas's	/əˈdidəsɪz/
addidases	/əˈdidəsɪz/
addie	/ˈædi/
adding	/ˈædɪŋ/
addington	/ˈædɪŋtən/
addis	/ˈɑdɪs/
addis-ababa	/ˈɑdɪsəˈbɑbɑ/
addison	/ˈædəsən/
addison's	/ˈædɪsənz/
addition	/əˈdɪʃən/
additional	/əˈdɪʃənəl/
additionally	/əˈdɪʃəˌnʌli/
additions	/əˈdɪʃənz/
additive	/ˈædətɪv/
additives	/ˈædətɪvz/
addle	/ˈædəl/
addled	/ˈædəld/
addleman	/ˈædəlmən/
address	/ˈæˌdɹɛs/
addressable	/əˈdɹɛsəbəl/
addressed	/əˈdɹɛst/
addressee	/ˌædɹɛˈsi/
addresses	/ˈæˈdɹɛsɪz/
addressing	/əˈdɹɛsɪŋ/
adds	/ˈædz/
adduci	/ɑˈdutʃi/
adduct	/ˈædəkt/
addwest	/ˌæˈdwɛst/
addy	/ˈædi/
addyston	/ˈædistən/
ade	/ˈeɪd/
adee	/əˈdi/
adel	/əˈdɛl/
adela	/əˈdɛlə/
adelaar	/ˈædəˌlɑɹ/
adelaide	/ˈædəˌleɪd/
adelanto	/ædəˈlɑntoʊ/
adelbert	/əˈdɛlbɚt/
adele	/əˈdɛl/
adele's	/əˈdɛlz/
adeline	/ˈædəˌlaɪn/
adelizzi	/ˌædəˈlizi/
adell	/əˈdɛl/
adell's	/əˈdɛlz/
adelle	/əˈdɛl/
adelman	/ˈædəlmən/
adelmann	/ˈædəlmən/
adelpha	/əˈdɛlfə/
adelphi	/əˈdɛlfi/
adelphia	/əˈdɛlfiə/
adelphia's	/əˈdɛlfiəz/
adelsberger	/ˈædɪlzbɚɡɚ/
adelson	/ˈædəlsən/
adelstein	/ˈædəlstaɪn/
aden	/ˈeɪdən/
adena	/ˈædɪnə/
adenauer	/ˈeɪdəˌnaʊɹ/
adenine	/ˈædəˌnin/
adenoid	/ˈædəˌnɔɪd/
adenoids	/ˈædəˌnɔɪdz/
adenoscan	/əˈdɛnəˌskæn/
adenosine	/əˈdɛnəˌsin/
adenovirus	/əˈdɛnəˌvaɪɹəs/
adept	/əˈdɛpt/
adequacy	/ˈædəkwəsi/
adequate	/ˈædəkwət/
adequately	/ˈædəkwətli/
ader	/ˈeɪdɚ/
aderhold	/ˈædɚhoʊld/
aderholt	/ˈædɚhoʊlt/
aderman	/ˈædɚmən/
ades	/ˈeɪdz/
adey	/ˈeɪdi/
adger	/ˈædʒɚ/
adham	/ˈædhæm/
adhd	/ˌeɪˌdiˌeɪtʃˈdi/
adhere	/ədˈhɪɹ/
adhered	/ædˈhɪɹd/
adherence	/ədˈhɪɹəns/
adherent	/ədˈhɪɹənt/
adherents	/ædˈhɪɹənts/
adheres	/ədˈhɪɹz/
adhering	/ədˈhɪɹɪŋ/
adhesion	/ædˈhiʒən/
adhesive	/ædˈhisɪv/
adhesives	/ædˈhisɪvz/
adia	/ˈɑdiə/
adid	/əˈdɪd/
adidas	/əˈdidəs/
adidas's	/əˈdidəsɪz/
adieu	/əˈdu/
adin	/əˈdɪn/
adina	/ɑˈdinə/
adine	/ɑˈdini/
adinolfi	/ɑdiˈnoʊlfi/
adios	/ˌɑdiˈoʊs/
adipose	/ˈædəˌpoʊs/
adirondack	/ˌædɚˈɑndæk/
adisq	/əˈdɪsk/
adjacent	/əˈdʒeɪsənt/
adjani	/ædˈdʒɑni/
adjective	/ˈædʒɪktɪv/
adjectives	/ˈædʒɪktɪvz/
adjoin	/əˈdʒɔɪn/
adjoining	/əˈdʒɔɪnɪŋ/
adjoins	/əˈdʒɔɪnz/
adjourn	/əˈdʒɝn/
adjourned	/əˈdʒɝnd/
adjourning	/əˈdʒɝnɪŋ/
adjournment	/əˈdʒɝnmənt/
adjourns	/əˈdʒɝnz/
adjudge	/əˈdʒʌdʒ/
adjudged	/əˈdʒʌdʒd/
adjudicate	/əˈdʒudɪˌkeɪt/
adjudicated	/əˈdʒudəˌkeɪtɪd/
adjudicating	/əˈdʒudɪˌkeɪtɪŋ/
adjudication	/əˌdʒudəˈkeɪʃən/
adjunct	/ˈæˌdʒʌŋkt/
adjuncts	/ˈæˌdʒʌŋkts/
adjust	/əˈdʒʌst/
adjustable	/əˈdʒʌstəbəl/
adjustables	/əˈdʒʌstəbəlz/
adjusted	/əˈdʒʌstɪd/
adjuster	/əˈdʒʌstɚ/
adjusters	/əˈdʒʌstɚz/
adjusting	/əˈdʒʌstɪŋ/
adjustment	/əˈdʒʌstmənt/
adjustments	/əˈdʒʌstmənts/
adjusts	/əˈdʒʌsts/
adjutant	/ˈædʒətənt/
adkins	/ˈædkɪnz/
adkinson	/ˈædkɪnsən/
adkison	/ˈædkɪsən/
adkisson	/ˈædkɪsən/
adl-tabataba	/ˌɑdəlˌtɑbəˈtɑbə/
adl-tabatabai	/ˌɑdəlˌtɑbəˌtʌˈbaɪ/
adlai	/ɑdˈlɑi/
adler	/ˈædlɚ/
adler's	/ˈædlɚz/
adlers	/ˈædlɚz/
adley	/ˈædli/
adlon	/ˈædlɑn/
adlong	/ˈædlɔŋ/
adman	/ˈædmən/
admen	/ˈædmən/
admin	/ˈædmɪn/
administer	/ədˈmɪnəstɚ/
administered	/ədˈmɪnəstɚd/
administering	/ædˈmɪnɪˌstɝɪŋ/
administers	/ædˈmɪnɪstɚz/
administrate	/ædˈmɪnɪˌstɹeɪt/
administrating	/ədˈmɪnəˌstɹeɪtɪŋ/
administration	/ædˌmɪnɪˈstɹeɪʃən/
administration's	/ædˌmɪnɪˈstɹeɪʃənz/
administrations	/ædˌmɪnɪˈstɹeɪʃənz/
administrations'	/ædˌmɪnɪˈstɹeɪʃənz/
administrative	/ədˈmɪnəˌstɹeɪtɪv/
administratively	/ædˌmɪnəˈstɹeɪtɪvli/
administrator	/ədˈmɪnəˌstɹeɪtɚ/
administrator's	/ædˈmɪnɪˌstɹeɪtɚz/
administrators	/ædˈmɪnɪˌstɹeɪtɚz/
administrators'	/ædˈmɪnəˌstɹeɪtɚz/
admins	/ədˈmɪnz/
admira	/ædˈmaɪɹə/
admira's	/ædˈmaɪɹəz/
admirable	/ˈædmɚəbəl/
admirably	/ˈædmɚəbli/
admiral	/ˈædmɚəl/
admiral's	/ˈædmɚəlz/
admirals	/ˈædmɚəlz/
admiralty	/ˈædmɚəlti/
admiration	/ˌædmɚˈeɪʃən/
admirations	/ˌædmɚˈeɪʃənz/
admire	/ædˈmaɪɹ/
admired	/ədˈmaɪɚd/
admirer	/ædˈmaɪɹɚ/
admirers	/ədˈmaɪɹɚz/
admires	/ædˈmaɪɹz/
admiring	/ædˈmaɪɹɪŋ/
admiringly	/ædˈmaɪɹɪŋli/
admissibility	/ədˌmɪsəˈbɪləti/
admissible	/ədˈmɪsəbəl/
admission	/ædˈmɪʃən/
admissions	/ædˈmɪʃənz/
admit	/ədˈmɪt/
admits	/ədˈmɪts/
admittance	/ədˈmɪtəns/
admitted	/ədˈmɪtɪd/
admittedly	/ædˈmɪtɪdli/
admitting	/ædˈmɪtɪŋ/
admonish	/ædˈmɑnɪʃ/
admonished	/ədˈmɑnɪʃt/
admonishes	/ædˈmɑnɪʃɪz/
admonishing	/ædˈmɑnɪʃɪŋ/
admonishment	/ædˈmɑnɪʃmɛnt/
admonition	/ˌædməˈnɪʃən/
admonitions	/ˌædməˈnɪʃənz/
admonitory	/ˌædˈmɔnɪˌtɔɹi/
adnan	/ˈædnən/
adney	/ˈædni/
ado	/əˈdu/
adobe	/əˈdoʊbi/
adobe's	/əˈdoʊbiz/
adolescence	/ˌædəˈlɛsəns/
adolescent	/ˌædəˈlɛsənt/
adolescents	/ˌædəˈlɛsənts/
adolf	/ˈeɪdɑlf/
adolf's	/ˈeɪdɑlfs/
adolfo	/əˈdɑlˌfoʊ/
adolph	/ˈeɪdɔlf/
adolpha	/ɑˈdoʊlfə/
adolphson	/ˈædoʊlfsən/
adolphus	/əˈdɔlfəs/
adon	/ɑˈdɔn/
adonia	/ɑˈdoʊniə/
adonis	/əˈdɑnəs/
adopt	/əˈdɑpt/
adoptable	/əˈdɑptəbəl/
adopted	/əˈdɑptɪd/
adoptee	/əˈdɑpˈti/
adoptees	/əˈdɑpˈtiz/
adopter	/əˈdɑptɚ/
adopters	/əˈdɑptɚz/
adopting	/əˈdɑptɪŋ/
adoption	/əˈdɑpʃən/
adoptions	/əˈdɑpʃənz/
adoptive	/əˈdɑptɪv/
adopts	/əˈdɑpts/
ador	/ɑˈdɔɹ/
adora	/ɑˈdɔɹə/
adorabelle	/ˈædɚəbəl/
adorable	/əˈdɔɹəbəl/
adoration	/ˌædɚˈeɪʃən/
adore	/əˈdɔɹ/
adored	/əˈdɔɹd/
adoree	/ædɚˈi/
adorees	/ædɚˈiz/
adores	/əˈdɔɹz/
adoring	/əˈdɔɹɪŋ/
adorn	/əˈdɔɹn/
adorna	/ɑˈdɔɹnə/
adorned	/əˈdɔɹnd/
adorning	/əˈdɔɹnɪŋ/
adornment	/əˈdɔɹnmənt/
adorno	/ɑˈdɔɹnoʊ/
adorns	/əˈdɔɹnz/
adra	/ˈeɪdɹə/
adragna	/ɑˈdɹɑɡnə/
adrda	/ˈeɪdɚdə/
adrea	/ˈɑdɹiə/
adrenal	/əˈdɹinəl/
adrenalin	/əˈdɹɛnəlɪn/
adrenaline	/əˈdɹɛnələn/
adrenergic	/ədɹɛˈnɛɹdʒɪk/
adria	/ˈɑdɹiə/
adrian	/ˈeɪdɹiən/
adriana	/ˌeɪdɹiˈænə/
adriance	/ɑˈdɹiəns/
adriano	/ɑdɹiˈɑnoʊ/
adriatic	/ˌeɪdɹiˈætɪk/
adriel	/əˈdɹil/
adrienne	/ɑdɹiˈɛn/
adrift	/əˈdɹɪft/
adroit	/əˈdɹɔɪt/
adroitly	/əˈdɹɔɪtli/
ads	/ˈædz/
ads'	/ˈædz/
adsit	/ˈædsɪt/
adsl	/ˌeɪˌdiˌɛˈsɛl/
adsorption	/ədˈsɔɹpʃən/
adss	/ˈæds/
adstar	/ˈædstɑɹ/
adsteam	/ˈædstim/
adtec	/ˈædˌtɛk/
adulate	/ˈædʒəˌleɪt/
adulation	/ˌædʒəˈleɪʃən/
aduliadae	/əˌduliˈɑdeɪ/
adult	/əˈdʌlt/
adulterate	/əˈdʌltɚˌeɪt/
adulterated	/əˈdʌltɚˌeɪtɪd/
adulterates	/əˈdʌltɚˌeɪts/
adulteration	/əˌdʌltɚˈeɪʃən/
adulterer	/əˈdʌltɚɚ/
adulterers	/əˈdʌltɚɚz/
adulterous	/əˈdʌltɚəs/
adultery	/əˈdʌltɚi/
adulthood	/əˈdʌltˌhʊd/
adults	/əˈdʌlts/
adults'	/əˈdʌlts/
adusdur	/ˈædəsdɚ/
advacare	/ˈædvəˌkɛɹ/
advalue	/ˈædvəˌlu/
advance	/ədˈvæns/
advance's	/ədˈvænsəz/
advanced	/ədˈvænst/
advancement	/ədˈvænsmənt/
advancements	/ədˈvænsmənts/
advancer	/ədˈvænsɚ/
advancers	/ədˈvænsɚz/
advances	/ədˈvænsəz/
advancing	/ədˈvænsɪŋ/
advani	/ædˈvɑni/
advanta	/ædˈvæntə/
advanta's	/ædˈvæntəz/
advantage	/ædˈvæntɪdʒ/
advantaged	/ædˈvæntɪdʒd/
advantageous	/ˌædvənˈteɪdʒəs/
advantages	/ædˈvæntɪdʒɪz/
advantest	/ædˈvæntəst/
advection	/ædˈvɛkʃən/
advent	/ˈædˌvɛnt/
adventist	/ˈædˌvɛntɪst/
adventists	/ˈædˌvɛntɪsts/
adventure	/ædˈvɛntʃɚ/
adventurer	/ædˈvɛntʃɚɚ/
adventurers	/ædˈvɛntʃɚɚz/
adventures	/ædˈvɛntʃɚz/
adventuresome	/ædˈvɛntʃɚsəm/
adventurism	/ædˈvɛntʃɚˌɪzəm/
adventurous	/ædˈvɛntʃɚəs/
adverb	/ˈædvɚb/
adverbial	/ædˈvɝbiəl/
adverbs	/ˈædvɚbz/
adversarial	/ˌædvɚˈsɛɹiəl/
adversaries	/ˈædvɚˌsɛɹiz/
adversary	/ˈædvɚˌsɛɹi/
adverse	/ædˈvɝs/
adversely	/ædˈvɝsli/
adversity	/ædˈvɝsɪˌti/
advert	/ˈædvɚt/
advertise	/ˈædvɚˌtaɪz/
advertised	/ˈædvɚˌtaɪzd/
advertisement	/ædˈvɝtəzmənt/
advertisements	/ˈædvɚˌtaɪzmənts/
advertiser	/ˈædvɚˌtaɪzɚ/
advertiser's	/ˈædvɚˌtaɪzɚz/
advertisers	/ˈædvɚˌtaɪzɚz/
advertisers'	/ˈædˌvɝˌtaɪzɚz/
advertises	/ˈædvɚˌtaɪzɪz/
advertising	/ˈædvɚˌtaɪzɪŋ/
advertising's	/ˈædvɚˌtaɪzɪŋz/
advertorial	/ˌædvɚˈtɔɹiəl/
advertorials	/ˌædvɚˈtɔɹiəlz/
advest	/ˈædvɛst/
advice	/ædˈvaɪs/
advil	/ˈædˌvɪl/
advil's	/ˈædˌvɪlz/
advisability	/ˌædˌvaɪzəˈbɪlɪti/
advisable	/ədˈvaɪzəbəl/
advise	/ædˈvaɪz/
advised	/ædˈvaɪzd/
advisedly	/ædˈvaɪzədli/
advisement	/ədˈvaɪzmənt/
adviser	/ædˈvaɪzɚ/
adviser's	/ədˈvaɪzɚz/
advisers	/ædˈvaɪzɚz/
advisers'	/ˌædˈvaɪzɚz/
advises	/ædˈvaɪzɪz/
advising	/ædˈvaɪzɪŋ/
advisor	/ædˈvaɪzɚ/
advisories	/ədˈvaɪzɚiz/
advisors	/ædˈvaɪzɚz/
advisory	/ædˈvaɪzɚi/
advo	/ˈædvoʊ/
advocacy	/ˈædvəkəsi/
advocate	/ˈædvəkət/
advocate's	/ˈædvəkəts/
advocated	/ˈædvəˌkeɪtɪd/
advocates	/ˈædvəkəts/
advocating	/ˈædvəˌkeɪtɪŋ/
advocation	/ˌædvəˈkeɪʃən/
adweek	/ˈædwik/
adwell	/əˈdwɛl/
adwords	/ˈæˌdwɝdz/
ady	/ˈeɪdi/
adz	/ˈædz/
ae	/ˈeɪ/
aegean	/ɪˈdʒiən/
aegerter	/ˈɛɡɚtɚ/
aegis	/ˈidʒəs/
aegon	/ˈeɪɡɑn/
aeltus	/ˈæltəs/
aeneas	/ˈæniəs/
aeneid	/əˈniɪd/
aeolus	/ˈɛoʊlʊs/
aequitron	/ˈeɪkwɪtɹɑn/
aer	/ˈɛɹ/
aerial	/ˈɛɹiəl/
aerials	/ˈɛɹiəlz/
aerie	/ˈɛɹi/
aerien	/ˈɛɹiən/
aeriens	/ˈɛɹiənz/
aeritalia	/ˌɛɹɪˈtæljə/
aero	/ˈɛɹoʊ/
aerobatic	/ˌɛɹəˈbætɪk/
aerobatics	/ˌɛɹəˈbætɪks/
aerobic	/ɛˈɹoʊbɪk/
aerobically	/ɛˈɹoʊbɪkli/
aerobics	/ɚˈoʊbɪks/
aerodrome	/ˈɛɹəˌdɹoʊm/
aerodromes	/ˈɛɹəˌdɹoʊmz/
aerodynamic	/ˌɛɹoʊdaɪˈnæmɪk/
aerodynamically	/ˌɛɹoʊdaɪˈnæmɪkli/
aerodynamicist	/ˌɛɹoʊdaɪˈnæmɪsɪst/
aerodynamicists	/ˌɛɹoʊdaɪˈnæmɪsɪsts/
aerodynamics	/ˌɛɹoʊdaɪˈnæmɪks/
aerodyne	/ˈɛɹəˌdaɪn/
aerodyne's	/ˈɛɹəˌdaɪnz/
aeroflot	/ˈɛɹoʊˌflɑt/
aeroflot's	/ˈɛɹoʊˌflɑts/
aerogenosa	/ˈɛɹədʒəˌnoʊsə/
aerojet	/ˈɛɹoʊˌdʒɛt/
aerojets	/ˈɛɹoʊˌdʒɛts/
aerolift	/ˈɛɹoʊˌlɪft/
aerolifts	/ˈɛɹoʊˌlɪfts/
aerolineas	/ˌɛɹoʊˈlɪniəs/
aeromar	/ˈɛɹəmɑɹ/
aeromexico	/ˌɛɹoʊˈmɛksɪˌkoʊ/
aeromexico's	/ˌɛɹoʊˈmɛksɪˌkoʊz/
aeronautic	/ˌɛɹoʊˈnɑtək/
aeronautical	/ˌɛɹoʊˈnɑtəkəl/
aeronauticas	/ˌɛɹoʊˈnɔtɪkəs/
aeronautics	/ˌɛɹəˈnɔtɪks/
aeroperu	/ˌɛɹoʊpeɪˈɹu/
aeroperu's	/ˌɛɹoʊpeɪˈɹuz/
aeroquip	/ˈɛɹəˌkwɪp/
aeroscience	/ˌɛɹoʊˈsaɪəs/
aerosmith	/ˈɛɹoʊˌsmɪθ/
aerosmith's	/ˈɛɹoʊˌsmɪθs/
aerosol	/ˈɛɹəˌsɑl/
aerosols	/ˈɛɹəˌsɑlz/
aerospace	/ˈɛɹoʊˌspeɪs/
aerospace's	/ˈɛɹoʊˌspeɪsɪz/
aerospatiale	/ˌɛɹoʊˌspɑsiˈɑl/
aerospatiale's	/ˌɛɹoʊˌspɑsiˈɑlz/
aerostar	/ˈɛɹoʊˌstɑɹ/
aerostar's	/ˈɛɹoʊˌstɑɹz/
aerostars	/ˈɛɹoʊˌstɑɹz/
aerostat	/ˈɛɹoʊˌstæt/
aerostat's	/ˈɛɹoʊˌstæts/
aerostats	/ˈɛɹoʊˌstæts/
aerotech	/ˈɛɹoʊˌtɛk/
aerovias	/ɛɹoʊˈviəz/
aerts	/ˈɛɹts/
aeschelus	/ˈɛskələs/
aeschliman	/ˈɛʃlimən/
aesop	/ˈiˌsɑp/
aesop's	/ˈiˌsɑps/
aesthenopia	/æsθəˈnɔpjə/
aesthete	/ˈɛsθit/
aesthete's	/ˈɛsθits/
aesthetes	/ˈɛsθits/
aesthetic	/ɛsˈθɛtɪk/
aesthetically	/ɛsˈθɛtɪkli/
aesthetics	/ɛsˈθɛtɪks/
aetna	/ˈɛtnə/
aetna's	/ˈɛtnəz/
afanasyev	/ˌæfəˈneɪsiɛv/
afar	/əˈfɑɹ/
affable	/ˈæfəbəl/
affably	/ˈæfəbli/
affair	/əˈfɛɹ/
affair's	/əˈfɛɹz/
affairs	/əˈfɛɹz/
affect	/əˈfɛkt/
affectation	/ˌæfɛkˈteɪʃən/
affected	/əˈfɛktɪd/
affecting	/əˈfɛktɪŋ/
affection	/əˈfɛkʃən/
affectionate	/əˈfɛkʃənət/
affectionately	/əˈfɛkʃənətli/
affections	/əˈfɛkʃənz/
affective	/əˈfɛktɪv/
affectively	/əˈfɛktɪvli/
affects	/əˈfɛkts/
affeldt	/ˈæfɪlt/
afferent	/ˈæfɚənt/
affiant	/ˈæfiənt/
affidavit	/ˌæfəˈdeɪvət/
affidavits	/ˌæfɪˈdeɪvɪts/
affiliate	/əˈfɪliˌeɪt/
affiliate's	/əˈfɪliˌeɪts/
affiliated	/əˈfɪliˌeɪtɪd/
affiliated's	/əˈfɪliˌeɪtɪdz/
affiliates	/əˈfɪliəts/
affiliates'	/əˈfɪliɪts/
affiliating	/əˈfɪliˌeɪtɪŋ/
affiliation	/əˌfɪliˈeɪʃən/
affiliations	/əˌfɪliˈeɪʃənz/
affine	/əˈfaɪn/
affined	/əˈfaɪnd/
affines	/əˈfaɪnz/
affining	/əˈfaɪnɪŋ/
affinities	/əˈfɪnətiz/
affinity	/əˈfɪnəti/
affirm	/əˈfɝm/
affirmation	/ˌæfɚˈmeɪʃən/
affirmations	/ˌæfɚˈmeɪʃənz/
affirmative	/əˈfɝmətɪv/
affirmatively	/əˈfɝmətɪvli/
affirmed	/əˈfɝmd/
affirming	/əˈfɝmɪŋ/
affirms	/əˈfɝmz/
affix	/ˈæfɪks/
affixed	/əˈfɪkst/
affixes	/ˈæfɪksɪz/
affixing	/əˈfɪksɪŋ/
affleck	/ˈæflɪk/
afflerbach	/ˈæflɚˌbɑk/
afflict	/əˈflɪkt/
afflicted	/əˈflɪktɪd/
afflicting	/əˈflɪktɪŋ/
affliction	/əˈflɪkʃən/
afflictions	/əˈflɪkʃənz/
afflicts	/əˈflɪkts/
afflik	/ˌæˈflɪk/
affluence	/ˈæfluəns/
affluent	/ˈæfluənt/
affolter	/ˈæfoʊltɚ/
afford	/əˈfɔɹd/
affordability	/əˌfɔɹdəˈbɪləti/
affordable	/əˈfɔɹdəbəl/
affordably	/əˈfɔɹdəbli/
afforded	/əˈfɔɹdəd/
affording	/əˈfɔɹdɪŋ/
affords	/əˈfɔɹdz/
affricate	/ˈæfɹəkət/
affricates	/ˈæfɹəkəts/
affrication	/ˌæfɹəˈkeɪʃən/
affront	/əˈfɹʌnt/
affronted	/əˈfɹʌntɪd/
affronting	/əˈfɹʌntɪŋ/
affronts	/əˈfɹʌnts/
affymax	/ˈæfiˌmæks/
afghan	/ˈæfˌɡæn/
afghani	/æfˈɡɑni/
afghani's	/æfˈɡæniz/
afghanis	/æfˈɡæniz/
afghanistan	/æfˈɡænəˌstæn/
afghanistan's	/æfˈɡænəˌstænz/
